	leukocyty	weight	hbver	er-cv	ast	indicator	hematokrit	trombocyty	name	smoker	ssn	alt	etytr	erytrocyty	hemoglobin	alp	relationship
4683	5.85347	93.63117	6.88029	29.44171	51.62036	1.00000	8.43920	5.57252	Kenneth Peterson	N	656-85-2440	4.88102	4.66894	6.59069	7.31234	65.76048	widowed
4684	5.92137	94.35249	6.92935	51.05787	58.74637	0.00000	2.89272	8.39124	Mercedes Allen	no	745-36-6586	3.38234	5.69931	5.23022	4.82456	53.79720	single
4685	8.53332	85.09385	7.34585	38.72081	61.80851	1.00000	6.61808	7.40700	Shawna Martin	yes	115-84-6926	13.48892	6.84675	7.91957	6.69452	85.86328	divoced
4686	9.24374	51.97692	6.61309	22.44348	41.86245	1.00000	4.04830	7.59587	Anthony Johnson	no	644-51-8398	4.94030	5.98168	5.88653	6.34113	85.81021	divoced
4687	6.65368	111.24787	6.51570	37.71751	55.64919	1.00000	8.05666	5.12867	Julie Jones	no	079-77-1953	6.91956	5.28089	7.09924	5.68143	82.27105	married
4688	6.69617	60.15160	6.79519	79.42091	67.25584	1.00000	7.94198	4.91012	Hannah Ellis	no	621-96-2689	8.12832	4.36517	7.26337	7.40967	70.80698	divoced
4689	7.90865	4.46805	6.96583	43.68542	47.09805	1.00000	4.02625	7.05668	Nicole Fisher	yes	615-19-1631	62.59141	6.76709	9.86832	6.09432	88.30646	divoced
4690	8.88854	83.32930	9.16594	29.69118	38.31676	1.00000	6.04514	7.76668	Susan Johnson	no	085-52-5364	5.41533	6.75320	6.53106	8.11893	33.75087	separated
4691	8.74779	158.33353	6.10977	11.36005	65.49094	0.00000	5.61183	6.10150	Kristi Crawford	Y	759-89-0929	11.04302	4.43024	7.29923	6.20756	84.95906	widowed
4692	8.79296	104.51986	6.70074	39.32612	63.10953	1.00000	3.74700	6.63963	Collin Macdonald	yes	496-31-5934	11.36345	5.50361	7.53024	7.44157	67.97099	nop
4693	4.35303	161.58220	6.46996	42.65728	54.30136	1.00000	7.33130	4.71975	Andrew Lee	Y	155-15-6899	8.96836	5.00127	7.50790	6.84075	86.62526	divoced
4694	5.05073	66.41993	6.59416	43.34089	50.22434	0.00000	6.96070	7.83696	Patricia Williams	no	433-40-7321	5.67093	10.06581	6.30928	6.58070	83.22007	married
4695	7.79657	61.49051	7.88130	45.84298	40.53833	1.00000	4.53217	5.96383	Kara Baxter	yes	008-18-9730	8.28461	5.96643	5.56068	6.08512	83.93113	married
4696	8.00764	45.76940	6.52832	64.22246	32.87412	1.00000	8.24202	4.67206	James Hall	no	556-87-9733	6.08458	5.13905	6.16402	5.74012	86.93207	married
4697	6.78500	81.29399	7.89941	62.57667	46.68843	0.00000	8.20559	7.86509	Anthony White	no	082-21-2492	4.40644	8.08439	6.16154	6.10739	88.06048	single
4698	4.89880	83.90975	4.47432	67.85979	68.55858	1.00000	8.84572	6.95163	Kristin Lawson	N	223-42-6830	6.99455	7.58536	7.09323	6.88329	81.33695	divoced
4699	7.50020	57.63403	7.04549	77.35548	46.94338	0.00000	4.31055	5.14550	Karen Ellis	no	696-85-7520	16.32227	9.26640	8.06307	5.86862	85.90100	divoced
4700	7.81005	15.29701	6.54565	45.41190	39.43039	1.00000	4.61880	6.37410	Monica Henry	no	092-90-3117	8.24633	6.33366	7.07551	7.57300	52.35896	separated
4701	7.61584	71.75494	9.06324	61.07950	62.82168	1.00000	6.96377	4.29161	Chelsea Bush	no	293-06-9931	7.98693	4.98399	7.52278	7.43125	64.97609	divoced
4702	8.78158	-2.97239	6.27347	48.04058	57.60890	1.00000	8.10158	4.17768	Douglas Cruz	no	558-25-3469	9.37822	3.94465	6.97917	4.63653	48.99507	married
4703	8.14444	121.56403	7.73196	56.60012	42.93830	1.00000	4.92494	6.15475	Kelly Robles	no	445-95-0801	7.52090	5.86602	6.66991	9.21483	8.45865	nop
4704	4.34145	104.32937	7.21897	36.14062	46.59284	1.00000	7.61855	3.17454	Terri Schroeder DVM	no	611-67-4153	7.48401	3.35046	7.01663	6.91828	80.52166	married
4705	4.86428	19.15395	7.57935	45.38568	59.52182	1.00000	7.94175	3.64898	Marcus Butler	no	732-39-7657	2.55523	3.12470	6.23232	7.70812	41.29133	nop
4706	8.23982	20.13107	8.41791	47.43387	43.77695	1.00000	5.79023	4.79126	Samantha Jenkins	no	235-56-5895	15.29055	4.68044	8.29180	5.47059	72.96402	married
4707	6.23707	47.16564	6.97241	37.78090	62.74722	0.00000	6.43760	8.06422	Krista Frye	Y	708-36-3612	6.06206	8.85117	5.45291	5.12487	66.14983	single
4708	6.39552	138.44227	6.74166	52.98033	60.40559	1.00000	7.46822	5.49371	Michael Gardner	no	187-94-2566	20.86105	5.82166	8.41967	7.11353	77.48128	divoced
4709	4.68889	69.40068	7.31452	64.13163	52.99068	0.00000	5.40379	6.90847	Leslie Parker	yes	061-33-2885	15.19237	9.75334	7.97710	5.39074	78.88311	nop
4710	5.79757	63.43313	7.02673	35.83324	66.06281	1.00000	8.12307	4.90291	Laura Richardson	Y	408-92-5728	17.29791	4.73835	8.43295	7.79388	51.98440	single
4711	7.28450	20.69874	5.97782	59.94811	44.05387	1.00000	6.47898	5.18368	Kimberly Contreras	Y	616-27-2160	8.11063	6.03206	5.19385	6.77759	82.46821	separated
4712	3.68818	62.53075	5.61139	51.51666	36.92893	0.00000	2.89874	7.45815	Ryan Lee	Y	452-48-3291	8.23373	6.44058	6.93560	7.33819	61.97441	married
4713	9.20327	100.69183	7.48581	44.16600	27.95166	0.00000	7.23726	7.04492	David Allen	Y	507-47-4290	8.94762	6.83102	7.05267	7.42497	59.11103	married
4714	4.05504	87.30143	7.17510	31.51458	65.50079	0.00000	6.06698	7.52047	Karen Jones	no	256-16-5929		10.41118	6.19859	6.74589	88.33494	nop
4715	2.85126	47.84188	5.78271	49.54275	70.85847	0.00000	4.50840	7.18803	Donald Porter	no	569-92-2048	4.13020	10.43620	5.17708	7.08113	76.05556	married
4716	7.85490	59.52631	7.10888	43.14059	42.99410	1.00000	3.73130	7.84510	Linda Christensen	no	210-69-5071	4.28124	7.47734	5.77043	7.01288	79.10785	married
4717	7.48091	90.99984	6.32136	72.95515	40.93504	0.00000	6.29383	10.50911	Amanda Hoover	no	024-28-6177	13.84873	7.21861	7.98768	5.80614	81.63915	single
4718	5.09630	70.93750	6.20717	55.65847	67.40848	0.00000	5.37207	8.15958	Crystal Moyer	no	756-61-6990	7.51610	8.54727	7.24325	8.35137	27.79967	divoced
4719	6.71148	35.18058	6.39560	35.30628	64.85337	1.00000	7.49861	5.77072	Joseph Shaw	Y	073-68-7914	12.12673	5.88285	7.68279	5.14406	68.74289	separated
4720	8.52663	41.42921	7.47461	82.68233	41.25615	1.00000	6.60900	5.81309	Morgan Grant	Y	824-66-9972	8.15281	5.42859	6.82467	7.00784	75.76242	single
4721	4.85595	50.34083	6.27854	47.84220	38.13487	1.00000	7.03227	6.19323	Charles Parker	no	806-22-6078	14.36808	7.49752	7.75659	6.38936	86.14663	married
4722	4.81906	83.11414	7.85613	47.59438	51.33608	1.00000	6.23150	4.79439	Denise Hayes	no	206-64-5194	18.91069	6.48695	8.40827	8.81806	20.29021	divoced
4723	7.14113	161.26918	6.87731	38.21782	78.55234	1.00000	7.73088	5.50308	Victoria Schultz	no	285-76-6658	14.20258	5.43086	7.95725	6.56778	79.25826	divoced
4724	8.19808	78.63945	6.04814	49.90485	35.27490	0.00000	5.13452	6.87807	Jennifer Hall	no	616-24-3554	11.76369	4.92631	7.15847	5.30312	68.63848	married
4725	4.81955	61.01195	6.03062	52.64326	41.08553	1.00000	7.24853	5.10736	Megan Blanchard	no	621-07-1998	8.30382	5.59683	6.42194	6.96834	73.10066	divoced
4726	4.29802	55.17520	5.72707	53.03568	47.54419	1.00000	5.91758	8.06865	Heather Brown	no	469-96-0226	35.65941	9.46583	9.21359	5.14443	63.73203	widowed
4727	4.54898	42.32068	7.17216	46.85087	43.03874	0.00000	5.16934	6.65731	Angela Richard	Y	263-02-6646	9.22358	12.90065	7.06559	6.91741	78.10900	married
4728	7.10763	113.12422	6.14644	73.62710	49.45015	0.00000	4.69907	7.01993	Kyle Thompson	yes	509-18-4456	22.20305	8.54006	8.51044	7.49317	57.09666	single
4729	5.46273	72.51318	5.39437	21.93756	56.21138	1.00000	9.66027	6.70111	Kevin Wilson	yes	873-02-4959	14.96088	5.66119	8.19378	7.33899	65.78833	widowed
4730	4.96060	74.58697	6.31012	70.81464	40.67397	1.00000	7.09282	5.19560	Michael Shelton	no	655-82-1922	6.93000	6.15018	5.41638	4.96627	64.34924	divoced
4731	7.88454	55.24089	7.76684	53.82020	53.42756	1.00000	7.88175	3.55185	Ryan Higgins	no	821-76-7889	8.32713	4.20414	6.48091	6.38476	85.89229	married
4732	7.99966	79.78332	5.23632	61.34143	41.91742	0.00000	7.59312	5.97219	Matthew Buck	no	342-44-5357	13.61493	11.76903	7.69252	5.58396	79.96956	divoced
4733	5.35862	80.65431	6.86190	37.74616	62.61800	1.00000	9.54862	6.98664	Elijah Ford	N	221-43-8444	7.09324	5.90307	6.89101	7.26862	72.49786	single
4734	7.16874	44.48264	6.00029	36.02684	36.85148	0.00000	4.92258	3.76621	Christopher Garza	Y	534-90-4537	8.26051	4.66251	6.03483	7.21494	70.26099	divoced
4735	6.64757	38.15263	7.94383	54.19049	58.00239	1.00000	6.89034	4.14300	Ann Gordon	no	430-46-6122	4.40944	4.21772	5.11851	6.93411	84.50631	divoced
4736	7.82763	92.04943	6.22908	42.81701	60.57046	0.00000	4.27078	8.77457	Emily Lopez	Y	619-58-7081	14.22384	6.73974	7.99618	5.07289	72.91761	married
4737	6.41169	123.34129	5.67136	57.27282	48.77793	0.00000	7.49402	9.38627	Malik Blake	yes	646-01-6716	11.25976	7.67470	7.64132	6.76985	79.71673	married
4738	8.53836	52.89784	6.93581	54.28623	39.66272	1.00000	6.50847	4.69767	John Prince	yes	413-03-2594	7.75244	4.40685	5.29351	6.69658	85.13641	nop
4739	5.36157	77.46585	8.91680	35.22640	53.75641	1.00000	7.12896	5.30705	David Ross	no	729-18-8052	17.36891	6.95156	8.52931	6.58363	85.26702	single
4740	4.48005	83.97720	7.47063	25.92545	66.48119	1.00000	7.30231	4.86562	Jessica Marshall	no	779-59-3483	6.17389	4.97884	6.39642	7.95544	45.16292	married
4741	8.92618	82.78370	5.79996	81.11108	55.72791	1.00000	6.25273	5.68032	Dorothy Savage	N	063-17-3640	13.82714	4.88361	7.87318	8.51891	26.92357	widowed
4742	2.61354	46.91164	6.97099	37.43414	34.41145	1.00000	6.64246	4.75903	Samantha James	no	893-09-4790	5.56472	6.85323	6.49486	7.36248	66.70417	single
4743	5.68749	37.95587	5.52467	58.94962	21.07529	1.00000	6.90238	4.12608	Zachary Tucker	no	108-99-1399	3.74411	4.77460	6.61491	7.14660	85.37557	single
4744	6.74582	57.98387	5.78342	16.16844	66.16175	0.00000	6.16286	8.41648	Nancy Miller	no	117-15-2046	4.21292	7.94742	5.15540	5.95615	81.17466	divoced
4745	8.18055	128.82855	6.13845	32.70892	58.93468	1.00000	5.38278	6.44708	Charles Lawson	yes	844-32-9853	5.69931	6.14929	6.70782	5.58344	76.46648	married
4746	7.91891	68.60976	7.73646	56.52165	42.26771	1.00000	4.78159	6.70653	Joshua Green	no	510-88-5607	12.28913	6.55328	7.99784	6.31261	90.67804	divoced
4747	4.40957	83.81801	6.00236	61.93827	54.52915	0.00000	4.15244	6.53673	Alicia Perez	Y	180-05-2763	6.05350	9.31229	6.81178	6.10301	85.87237	married
4748	7.08126	79.73497	7.54759	35.53018	57.26188	1.00000	3.52954	5.08006	Jessica Hudson	N	166-44-2419	19.95490	5.72335	8.75459	5.97140	91.44785	widowed
4749	7.03201	58.17355	7.67185	12.32408	62.52359	1.00000	5.68442	4.17896	Lori Buck	no	139-65-8168	7.05633	5.26439	6.08387	5.24904	58.22803	married
4750	6.18627	54.81451	9.00102	52.73010	50.74945	0.00000	6.17695	7.71943	Samuel Dean	Y	215-64-3590	5.97404	8.01190	6.65897	7.43046	67.95345	single
4751	6.33815	86.34765	7.19802	67.14522	34.09344	0.00000	4.91615	7.33028	Anthony Patton	Y	325-72-4577	5.70930	8.71561	6.55663	5.55133	80.62003	married
4752	8.57169	57.34843	7.46026	56.35185	70.68558	1.00000	6.74794	7.28889	Anthony Peterson	N	273-08-6021	5.51540	6.72475	7.32779	3.66025	9.71726	separated
4753	6.07096	66.66149	7.24937	59.81276	43.81043	1.00000	10.00154	8.28709	Christine Medina	yes	284-15-1316	7.02498	7.71641	6.80390	6.97307	80.11063	married
4754	5.04798	67.98014	5.86551	32.95440	41.40576	1.00000	8.58044	6.61941	Kari Rivers	yes	732-21-4590	8.56976	6.84438	7.45523	6.97503	79.63940	widowed
4755	7.62043	49.60419	6.42144	41.87046	57.80012	1.00000	8.25765	3.21984	Michael Price	yes	266-18-8071	7.05128	4.21405	7.51393	5.89373	82.41090	single
4756	7.13559	55.13336	7.20746	71.85770	61.74882	1.00000	5.59743	5.08527	Ronnie Petersen	N	083-45-3867	9.83899	5.95816	7.70785	7.27679	76.17227	single
4757	7.59521	46.99784	7.04772	51.85898	70.92054	1.00000	8.63367	5.53973	Cameron Gilmore	Y	493-64-6165	2.69649	4.27457	5.14338	7.42531	72.45988	single
4758	7.33061	118.82441	7.39950	50.88039	59.66831	1.00000	6.34641	4.93357	Kevin Luna	Y	005-24-3805	7.29003	5.73912	6.43071	5.87343	82.01756	divoced
4759	9.38001	80.26717	5.95439	44.57965	70.60985	0.00000	6.99787	4.95888	Michael Graham	no	664-40-8719	10.15051	3.26045	7.21716	6.30199	84.96445	nop
4760	8.26672	113.91948	6.41847	33.30864	43.55638	1.00000	3.82684	7.91600	Ashley Hammond MD	no	775-79-2869	2.95934	7.14939	4.82593	7.01115	76.27141	widowed
4761	8.17790	140.78063	6.18656	38.10053	56.33505	1.00000	5.13465	7.41840	Aaron Leach	Y	064-01-4684	7.83152	6.99045	6.33230	7.75785	54.85451	separated
4762	8.28775	109.84629	6.58249	71.93640	64.75284	1.00000	7.17961	6.47900	Chad Miller	no	446-80-9095	11.18528	7.05043	7.20403	7.85062	48.26377	single
4763	6.61646	104.42244	6.76706	29.09429	23.81966	1.00000	8.92993	7.96640	Eduardo Cunningham	no	080-25-8804	4.75671	7.38502	5.62005	8.52075	16.72339	married
4764	6.60157	66.75106	7.85601	51.17277	69.53947	1.00000	8.25647	3.63705	Tracy Spears	Y	604-35-9705	10.17296	5.56102	7.54590	6.01921	88.78763	separated
4765	5.88494	80.14414	5.20431	54.90593	62.53747	1.00000	7.50539	4.17416	Andrew White	yes	251-06-5338	8.83443	4.39620	7.39480	6.35886	83.54236	single
4766	8.56405	102.27712	5.57926	47.83553	57.45705	0.00000	6.52960	5.08844	Emily Michael	no	470-70-6934	7.17334	3.02338	5.95681	7.46752	59.24754	single
4767	7.33037	134.66112	7.80387	35.35539	54.92802	1.00000	7.72702	5.12921	Peggy Oliver	Y	333-44-1886	5.07015	4.63070	6.60175	7.06109	73.57711	single
4768	7.80899	63.22920	6.69848	53.82908	39.84309	1.00000	5.92415	7.24080	Patrick Pope	Y	760-55-1991	9.92079	7.28407	7.29278	5.49702	73.96552	single
4769	6.19146	77.77400	6.28237	35.73516	64.16355	1.00000	8.14292	6.21409	Elizabeth Gonzalez	no	029-65-1628	12.93341	6.06661	8.01811	8.10601	35.02400	married
4770	5.52323	33.08367	7.74219	38.63311	23.49190	0.00000	7.74414	7.80592	Jesus Armstrong	N	340-35-6765	5.64814	8.38434	6.74479	7.00416	80.68410	divoced
4771	5.39272	77.78102	8.01208	67.80512	72.29557	1.00000	9.22380	7.44734	Aaron Lloyd	no	169-02-9498	5.84284	7.12626	6.43547	6.16865	80.92531	married
4772	4.86580	91.55617	6.57543	49.26601	49.87814	0.00000	4.37178	6.29800	Shelley Perkins	Y	392-41-2915	6.91928	10.26005	6.00071	6.39665	88.32699	single
4773	5.88637	62.92467	5.73852	51.71030	43.32692	0.00000	4.31820	8.36003	Melanie Green	no	138-71-4904	9.04296	6.84416	6.58346	7.05199	71.72011	divoced
4774	8.62302	37.81725	8.20640	54.22808	36.00126	1.00000	5.19967	7.48412	Diana Porter	no	461-05-8083	13.27881	6.63014	7.81203	5.29621	69.13554	single
4775	8.18660	1.72270	7.54765	48.37713	50.04377	0.00000	6.98433	8.27277	William Price	no	594-84-8813	16.29968	5.36593	8.31896	6.82917	80.86901	single
4776	8.91196	78.82893	7.43451	21.61942	43.18410	1.00000	5.25119	6.69505	Robert Harris	no	415-14-7260	6.10983	5.17826	6.38948	6.72015	86.78470	widowed
4777	7.86643	67.89304	6.99838	67.87640	44.05680	0.00000	5.31548	7.00801	Jeffrey Morgan	no	219-39-4654	6.48737	4.75409	6.55506	7.37804	66.99789	nop
4778	8.14829	50.20021	7.58443	55.64971	45.08808	0.00000	7.34899	8.74507	Philip Green	no	639-03-2061	4.81698	5.64442	6.20763	6.33672	91.50728	nop
4779	5.04042	122.26877	5.88643	45.58576	75.07712	1.00000	6.87554	4.82995	Amy Robinson	yes	196-63-3594	6.48548	5.51791	6.57457	5.94403	86.47438	divoced
4780	7.40401	7.68948	6.16514	24.25084	47.47063	0.00000	6.37710	7.29419	Ashley Brown	no	533-28-5823	4.08478	9.83127	5.88807	5.55342	84.27764	nop
4781	5.84937	34.71661	5.49302	30.24402	39.55162	0.00000	4.63256	9.30435	Tyler Woods	no	701-81-0003	14.05684	4.98681	7.89527	5.01914	57.52484	married
4782	4.95136	89.85013	7.29343	34.69471	24.37440	1.00000	7.59422	5.43690	Nicole Scott	Y	023-26-8137	4.74159	5.87416	5.63114	6.30512	91.06639	widowed
4783	6.83729	-17.18075	7.19789	72.21866	17.19889	0.00000	4.97417	9.00036	Jose Williams	yes	617-15-4721	12.80392	5.98193	8.07451	6.44239	85.59568	divoced
4784	5.59105	29.88490	6.72353	31.49312	51.82964	1.00000	8.36621	8.58439	Andrew Frederick	no	688-10-8048	6.25632	8.61848	6.34214	6.18489	89.87483	separated
4785	4.09294	88.77526	7.60080	41.01266	53.81462	1.00000	9.03198	5.74633	Stephanie Graham	no	498-04-4402	7.83620	6.08367	6.84318	6.30775	82.68165	single
4786	7.16083	64.50956	6.66183	78.40279	51.86936	1.00000	6.74896	4.42879	Cynthia Sullivan	no	407-54-5142	9.87051	5.50851	7.69792	6.92147	76.50602	married
4787	6.41720	66.55258	6.66676	48.47550	61.51986	1.00000	6.66612	3.94615	Kristen Ellis	Y	754-84-0490	5.60974	5.78365	5.51403	7.02462	75.47715	divoced
4788	5.65988	128.26143	7.77875	46.06971	39.88952	1.00000	8.11941	6.62763	Steven Donovan	no	206-27-3812	11.65629	7.47198	7.06375	6.40109	84.01305	single
4789	5.26296	52.71515	5.10314	33.72633	42.45122	1.00000	7.75172	5.26028	Dr. Calvin Morgan DDS	no	144-46-3847	10.48041	5.60639	7.57524	7.36616	66.65959	single
4790	7.49186	66.88405	7.96480	50.86714	45.20257	1.00000	4.71831	5.17138	Amanda Quinn	no	727-45-4619	6.25036	5.56670	4.66631	7.82146	46.45314	divoced
4791	8.75903	63.00774	7.35230	36.18031	39.75150	0.00000	5.88389	7.03717	Luke Banks	no	729-29-9540	8.41685	5.11227	7.66973	6.38106	88.51740	single
4792	5.86872	85.90001	7.14852	12.24052	71.90984	0.00000	6.72438	8.52873	Stephanie Carlson	yes	790-85-6918	33.55168	8.54301	9.11214	5.50600	70.16177	divoced
4793	8.46187	111.04614	5.86551	34.52148	43.52677	1.00000	5.19735	5.16428	Brooke Roman	Y	257-63-4523	4.38126	4.71548	4.79956	5.77444	75.33376	divoced
4794	9.03864	42.25995	7.19727	36.16664	24.19191	1.00000	6.24312	8.15506	Nicole Barnes	no	728-08-1084	8.75770	6.98365	6.72321	7.37974	72.99014	nop
4795	3.98680	123.18577	7.58057	46.21678	40.04901	1.00000	6.95854	3.41290	Samuel Padilla	no	776-51-1551	7.43507	4.58636	6.74970	7.36121	60.99236	divoced
4796	7.66072	88.09383	4.50950	56.31048	42.16132	1.00000	6.20948	5.42586	Sarah Shaw	no	668-59-2779	5.12469	5.85799	6.47148	5.60814	81.96245	divoced
4797	7.47743	74.61973	7.89763	38.64660	43.38025	1.00000	5.31704	4.86853	Sarah Pineda	no	782-27-1902	14.79959	5.40346	8.25449	7.34818	68.95268	divoced
4798	8.22365	35.46911	6.59603	72.16483	67.53487	1.00000	5.95051	4.98333	Greg Harris	no	064-37-9611	6.30640		7.17118	7.41963	66.57675	divoced
4799	8.03608	74.99867		44.99316	60.96903	0.00000	5.36364	7.95707	Jason David	Y	661-66-7981	4.47551	5.67570	4.83653	5.72002	76.52071	single
4800	9.19744	142.42845	6.68013	53.53023	60.14370	0.00000	7.75214	8.17765	Diane Robertson	yes	521-71-6792	5.49963	5.57942	6.02489	8.63867	25.39474	widowed
4801	4.95570	101.29029	5.92440	34.43350	49.17741	0.00000	4.33636	8.30524	Jason Branch	no	503-29-1571	4.90515	6.96047	5.42966	7.13175	66.19570	widowed
4802	5.20663	119.40012	6.50682	43.32359	65.65486	0.00000	2.32355	10.00183	Brenda Vasquez	no	384-63-5796	7.05197	6.87026	5.62593	4.85180	49.91223	separated
4803	7.17621	88.48017	5.47823	31.34509	54.11392	1.00000	5.94313	7.68153	Sarah Beard	yes	825-37-1414	5.98431	7.62717	6.71283	6.76445	81.82635	single
4804	6.26160	138.09322	6.35566	32.36595	56.92983	0.00000	4.35975	7.89098	Charles Logan	no	235-52-2024	7.52741	8.14513	6.62083	5.83253	79.40646	divoced
4805	5.00971	67.76622	6.48997	32.69541	62.71338	1.00000	7.57344	4.51843	Jaclyn House	Y	284-60-8115	9.69677	4.85986	6.71001	5.46057	77.71308	single
4806	4.76353	82.48889	6.08888	43.80481	45.92313	1.00000	6.69102	4.49733	Charles Diaz	no	293-92-4865	7.95862	5.34378	7.24196	7.22445	74.64265	divoced
4807	6.70463	89.81673	5.73838	24.55707	35.90040	0.00000	8.31014	9.99715	Dr. Amber Moore	no	467-99-9465	9.52792	6.70595	6.99651	4.39517	44.05774	divoced
4808	8.33442	152.06187	7.34772	61.58798	26.17134	1.00000	7.14258	4.90111	Tammy Adams	yes	429-68-1042	18.70660	4.87716	8.53825	6.74157	73.31133	married
4809	7.10859	42.89539	5.51469	39.99444	32.73150	1.00000	7.34455	4.15537	Michaela Moyer	Y	356-62-0749	3.14509	3.54642	5.80613	6.81795	86.11641	nop
4810	6.42184	51.29019	7.33961	58.45104	73.46496	1.00000	7.43671	5.14425	Maureen Fuller	yes	075-64-2325	3.78336	5.55553	5.96587	6.28249	94.23067	divoced
4811	5.41087	33.47602	7.88318	44.87918	47.14061	1.00000	8.71829	7.25611	Michael Meyer	Y	069-82-3712	17.19486	7.28419	8.34916	6.88722	85.57949	divoced
4812	6.95051	135.38818	7.59480	39.19782	38.83012	1.00000	10.06999	6.79960	Nicholas Robinson	no	627-62-5686	3.50117	4.92725	6.03459	8.25314	28.33560	single
4813	8.06495	9.33330	6.51760	54.50234	38.59581	0.00000	6.79416	8.14600	Robert Irwin	yes	068-20-4654	7.14838	5.26931	6.93192	6.35315	83.75164	married
4814	4.99926	83.66335	8.16231	30.79297	28.30925	1.00000	7.81455	4.05797	Lindsey Escobar DVM	no	760-80-4222	7.66557	3.54870	5.79029	6.81158	85.94745	divoced
4815	4.37787	49.23473	7.39719	70.57046	48.70912	0.00000	4.73714	8.35222	Loretta Solomon	no	776-03-1620	6.44701	6.67416	6.77610	6.26337	79.71346	separated
4816	4.58115	101.18209	6.64332	31.50098	20.24534	0.00000	7.35875	8.02610	Virginia Powell	no	735-24-4545	8.49931	11.12751	7.59812	6.16494	79.56658	married
4817	6.83476	63.07014	7.35118	49.08426	70.43778	1.00000	8.19700	4.57071	Jennifer Hicks	yes	102-18-0098	8.87613	3.96560	7.11007	6.32772	87.48872	single
4818	3.95972	-14.50079	6.11503	47.70643	61.79979	1.00000	6.87100	3.01408	Kenneth Hughes	Y	445-98-5558	7.92854	2.93556	6.17991	6.06918	83.47877	divoced
4819	8.35094	26.82798	6.42804	47.37995	73.64596	1.00000	6.09092	5.39770	Crystal Chen	Y	830-46-3019	4.03334	5.15593	6.03582	5.10812	59.25895	divoced
4820	6.08463	88.41922	6.00353	40.65712	61.65206	1.00000	7.47103	4.85328	Laura Hill	no	037-45-1074	10.45494	5.00552	7.45300	8.42669	22.73580	single
4821	7.81379	29.07107	8.97594	62.48449	41.41041	1.00000	8.41484	4.27149	Kevin Gonzalez	yes	692-70-3297	8.64680	4.98287	7.30348	5.84950	86.46400	nop
4822	7.19701	20.13172	6.83039	25.31670	53.68206	1.00000	5.89453	5.10742	Victor Brown	N	890-76-8012	6.44274	5.96814	6.67159	6.19799	86.73639	widowed
4823	6.32163	70.35624	7.11622	32.99662	44.32681	1.00000	8.04412	4.88809	Rebecca Wood MD	no	679-87-7547	4.10260	4.65080	5.93548	7.99347	40.54934	single
4824	7.19616	67.67512	5.78405	63.93162	62.09063	1.00000	9.97383	6.26324	Tracey Johnson	no	669-33-3562	4.24346	3.57183	4.92518	7.09888	68.97883	nop
4825	5.45999	60.56344	8.20481	55.90984	53.52414	0.00000	5.33540	8.46560	Patricia Roberts	yes	078-47-5651	6.64119	6.23870	7.23406	7.55502	62.03721	separated
4826	7.75572	87.12666	6.94295	38.95122	34.52961	0.00000	6.49089	7.66377	Michael Skinner	yes	092-84-4173	6.22553	8.00781	5.86222	6.44467	86.63208	nop
4827	6.08092	76.92380	7.53903	72.42245	43.54930	1.00000	7.19495	2.73958	Kendra Grant	Y	180-40-1274	5.41920	2.20039	5.79254	8.84961	9.99483	divoced
4828	4.45052	51.24107	6.66160	43.92975	57.39917	1.00000	6.51700	4.45532	Ms. Cindy Pierce MD	no	511-65-5120	3.83141	5.46523	6.60443	6.84239	81.85756	nop
4829	5.01923	64.26748	5.98013	63.06374	41.55599	1.00000	5.34040	8.20268	Patricia Williamson	Y	240-79-3554	5.08615	7.50529	5.80390	7.62668	57.33739	married
4830	8.09953	126.37818	6.78614	49.33198	74.19896	1.00000	5.43413	4.67668	Brian Dominguez	no	143-63-0273	3.97302	4.65709	6.18386	5.09244	59.11190	widowed
4831	5.38767	62.53642	5.98283	35.74931	54.39086	0.00000	5.05021	6.95480	Brian Myers	Y	483-81-1041	8.64848	7.32281	6.52496	6.18831	90.45995	separated
4832	7.10223	81.87456	7.96906	60.26121	77.45685	0.00000	6.26976	9.90091	Jordan Mcdaniel	yes	466-32-7409	8.45014	6.38442	6.82167	7.17308	81.95686	divoced
4833	8.80038	91.71191	7.11859	42.32060	41.18871	0.00000	5.84106	7.71722	Jamie Ball	Y	758-60-4043	3.69476	5.81225	6.07487	6.96331	79.80228	single
4834	7.40595	87.32424	6.36628	39.28933	45.00432	1.00000	9.23226	6.81708	Jennifer Holmes	N	802-06-0050	9.15751	5.25687	7.35044	6.70487	84.90632	married
4835	8.07867	26.78570	6.37841	52.81867	48.78882	0.00000	5.76225	7.99307	Jeremy Gonzalez	yes	110-88-1033	5.53630	5.57028	5.72578	6.71955	82.94212	widowed
4836	6.51463	31.18439	7.18226	59.36711	43.51820	1.00000	7.09784	4.89914	Jill Blair	no	052-48-6754	7.16992	5.69372	5.99476	6.48669	85.72248	single
4837	7.81906	45.31529	6.88084	31.48800	50.32384	1.00000	4.86133	6.06570	Eric Gonzalez	Y	729-12-7786	8.74562	6.08260	7.26281	6.25023	92.09623	married
4838	8.76572	108.61504	10.38362	53.38876	35.60749	0.00000	5.96914	7.23833	Brooke Martin	Y	354-35-8335	5.48813	5.35051	5.36300	5.24202	71.38599	divoced
