job	company	sex	residence	blood_group	ssn	name	birthdate	race	age	leukocyty	weight	hbver	HK group	weight group	er-cv	ast	indicator	hematokrit	trombocyty	smoker	alt	etytr	erytrocyty	hemoglobin	alp	relationship
Television production assistant	Douglas-Wagner	F	"871 Morgan Ridge
Charlesbury, NV 26024"	AB-	427-17-5658	Kelly Leon	1917-03-15	White	104	8.80279	70.48802	8.24559	5-6	70-80	53.30318	29.49287	0.0	5.03052	8.83359	yes	7.53421	7.09214	7.36071	6.89351	76.8365	divorced
Geochemist	Matthews and Sons	F	"223 Christopher Isle Suite 508
South Juliaview, OR 65004"	O-	374-07-5384	Sandra Harris	1972-12-13	White	48	4.41914	75.34709	6.05673	7-8	70-80	39.21426	43.40535	1.0	7.19844	5.29853	yes	7.94508	6.21517	7.31605	7.57086	60.54212	separated
Geochemist	Matthews and Sons	F	"223 Christopher Isle Suite 508
South Juliaview, OR 65004"	O-	374-07-5384	Sandra Harris	1972-12-13	White	48	8.8934	70.28399	6.64716	6-7	70-80	54.84345	47.51095	1.0	6.55559	4.49915	no	4.89251	3.90553	6.65975	6.66542	83.59594	divorced
Geochemist	Matthews and Sons	F	"223 Christopher Isle Suite 508
South Juliaview, OR 65004"	O-	374-07-5384	Sandra Harris	1972-12-13	White	48	6.82692	81.24756	7.14717	5-6	80-90	60.46157	42.05153	1.0	5.3203	4.39784	yes	6.44355	5.60936	6.70556	6.58222	76.57771	married
IT technical support officer	Murillo, Yu and Hudson	M	"2743 Gomez Landing Suite 836
East Regina, RI 27091"	B+	537-08-1267	Sean Burch	1938-06-21	Black	83	6.03473	64.97927	6.612505999999999	5-6	60-70	44.56236	45.31544	0.0	5.73412	9.21443	yes	12.28088	6.54579	7.92603	6.00418	87.06886	divorced
IT technical support officer	Murillo, Yu and Hudson	M	"2743 Gomez Landing Suite 836
East Regina, RI 27091"	B+	537-08-1267	Sean Burch	1938-06-21	Black	83	6.63246	43.70281	5.95366	6-7	40-50	67.3686	34.43227	0.0	6.69223	7.83868	yes	8.20308	6.89141	7.44226	6.59346	86.51436	divorced
IT technical support officer	Murillo, Yu and Hudson	M	"2743 Gomez Landing Suite 836
East Regina, RI 27091"	B+	537-08-1267	Sean Burch	1938-06-21	Black	83	8.71338	69.34992	6.88185	5-6	60-70	46.95607	63.41449	0.0	5.70909	7.48805	yes	5.79876	5.57605	4.62627	8.74504	24.0379575	single
Surveyor, hydrographic	Cox-Johnson	F	"166 Mike Valley Suite 594
Amberchester, TX 17611"	O+	701-72-1230	Denise Moore	1973-03-27	White	48	5.61293	49.92976	4.80902	4-5	40-50	58.58848	44.26744	0.0	4.7871	7.81735	no	5.85903	8.45759	6.85516	6.60394	85.83786	separated
Surveyor, hydrographic	Cox-Johnson	F	"166 Mike Valley Suite 594
Amberchester, TX 17611"	O+	701-72-1230	Denise Moore	1973-03-27	White	48	7.15369	66.09879	6.28579	5-6	60-70	45.13693	39.58662	1.0	5.46527	3.86677	yes	8.40523	4.82921	7.04789	6.34741	85.07959	divorced
Surveyor, hydrographic	Cox-Johnson	F	"166 Mike Valley Suite 594
Amberchester, TX 17611"	O+	701-72-1230	Denise Moore	1973-03-27	White	48	6.742547999999999	107.73378	8.00034	6-7	100-110	36.80999	44.66291	1.0	6.50621	1.98186	no	15.97108	3.823988	8.264	7.1577	76.85914	married
Nature conservation officer	Hanna-Gonzalez	M	"5183 Michele Gateway Suite 674
West Philipville, OK 13821"	B-	849-42-8777	Derek Mahoney	1910-09-15	Asian	111	8.90742	17.92394	6.71122	5-6	10-20	68.73947	62.25344	0.0	5.93641	7.03986	no	18.926994499999996	5.25432	8.94894	7.85956	49.93314	separated
Nature conservation officer	Hanna-Gonzalez	M	"5183 Michele Gateway Suite 674
West Philipville, OK 13821"	B-	849-42-8777	Derek Mahoney	1910-09-15	Asian	111	6.85236	91.81951	7.28704	9-10	90-100	20.90432	35.06087	1.0	9.50202	7.74392	no	18.926994499999996	7.14342	8.8279	5.40108	66.97937	married
Nature conservation officer	Hanna-Gonzalez	M	"5183 Michele Gateway Suite 674
West Philipville, OK 13821"	B-	849-42-8777	Derek Mahoney	1910-09-15	Asian	111	6.04234	57.10535	7.6768	8-9	50-60	45.85844	60.50585	1.0	8.31482	6.2733	yes	11.82264	6.48296	7.17533	5.8775	87.87821	separated
Stage manager	Howell-Shepard	F	"3853 Gonzalez Garden Apt. 146
New Geoffreyland, MT 10465"	A-	566-80-9728	Angela Gonzalez	1932-01-15	White	89	7.75588	68.36385	7.55218	6-7	60-70	23.92132	50.3485	1.0	6.25877	5.1381	no	17.06252	5.51323	8.0469	6.46394	85.92546	single
Stage manager	Howell-Shepard	F	"3853 Gonzalez Garden Apt. 146
New Geoffreyland, MT 10465"	A-	566-80-9728	Angela Gonzalez	1932-01-15	White	89	8.28316	97.92772	7.71376	3-4	90-100	33.29099	75.49731	1.0	3.31542	7.3205	yes	16.52782	6.53467	8.20751	6.6939	82.6895	divorced
Stage manager	Howell-Shepard	F	"3853 Gonzalez Garden Apt. 146
New Geoffreyland, MT 10465"	A-	566-80-9728	Angela Gonzalez	1932-01-15	White	89	5.40832	86.17653	6.68198	3-4	80-90	64.75389	52.39075	0.0	3.40729	7.47186	no	11.74015	8.8744005	7.43178	6.97813	74.49931	married
Administrator, education	Waller, Keith and Flores	F	"Unit 5594 Box 4551
DPO AP 96182"	B+	764-65-6548	Alison Smith	1935-02-15	Black	86	8.64288	123.22404	7.5532	6-7	120-130	55.78827	69.02503	1.0	6.87931	4.10486	yes	5.04474	3.82427	6.73468	6.64267	82.77575	divorced
Administrator, education	Waller, Keith and Flores	F	"Unit 5594 Box 4551
DPO AP 96182"	B+	764-65-6548	Alison Smith	1935-02-15	Black	86	7.09159	59.73764	7.20516	5-6	50-60	46.29559	54.12251	0.0	5.17565	7.67318	yes	8.84052	4.91441	6.99024	7.18689	68.26636	married
Administrator, education	Waller, Keith and Flores	F	"Unit 5594 Box 4551
DPO AP 96182"	B+	764-65-6548	Alison Smith	1935-02-15	Black	86	4.62038	73.31944	7.97327	7-8	70-80	54.2477	39.31285	1.0	7.933	6.69559	no	8.54164	7.1521	6.63418	5.75326	76.27152	divorced
Youth worker	Joseph Ltd	F	"8611 Curry Bypass
Timothyhaven, MA 02794"	B+	214-71-9001	Crystal Nichols	1966-04-07	White	55	9.16431	98.84924	7.73954	6-7	90-100	63.68266	64.90015	0.0	6.07165	7.61254	no	5.79086	5.84902	5.20574	5.91926	84.84073	married
Youth worker	Joseph Ltd	F	"8611 Curry Bypass
Timothyhaven, MA 02794"	B+	214-71-9001	Crystal Nichols	1966-04-07	White	55	7.5535	95.03841	6.83636	5-6	90-100	54.33023	59.45147	0.0	5.44288	7.75287	no	8.53745	5.138	6.27779	7.27009	59.80901	divorced
Youth worker	Joseph Ltd	F	"8611 Curry Bypass
Timothyhaven, MA 02794"	B+	214-71-9001	Crystal Nichols	1966-04-07	White	55	8.16384	41.33672	6.55843	6-7	40-50	30.69666	44.14071	1.0	6.21736	5.47972	no	7.65322	5.42387	6.66566	4.79322	54.49502	single
Lobbyist	Morrison, Bernard and French	M	"4287 Arnold Summit
Thomasside, AZ 65583"	A+	646-01-6716	Malik Blake	1971-06-18	White	50	6.69204	59.87927	7.13321	7-8	50-60	52.51876	77.55575	1.0	7.94688	4.93933	no	6.20636	4.51886	5.83491	7.01369	74.51827	single
Lobbyist	Morrison, Bernard and French	M	"4287 Arnold Summit
Thomasside, AZ 65583"	A+	646-01-6716	Malik Blake	1971-06-18	White	50	6.41169	123.34129	5.67136	7-8	120-130	57.27282	48.77793	0.0	7.49402	9.38627	yes	11.25976	7.6747	7.64132	6.76985	79.71673	married
Lobbyist	Morrison, Bernard and French	M	"4287 Arnold Summit
Thomasside, AZ 65583"	A+	646-01-6716	Malik Blake	1971-06-18	White	50	6.662234	62.90705	8.19365	6-7	60-70	80.07214	58.95209	1.0	6.06602	4.94903	yes	7.02207	5.37346	6.23607	7.4042	65.59637	married
Counsellor	Baker-Haley	M	"519 Woods Walks Suite 676
Bridgetshire, NV 66884"	A+	256-55-0196	Dale Barnett	1959-03-29	White	62	7.53146	67.47521	6.08929	4-5	60-70	65.28215	44.8203	0.0	4.42517	7.64119	no	18.926994499999996	5.48568	8.61609	7.45383	56.16286	nop
Counsellor	Baker-Haley	M	"519 Woods Walks Suite 676
Bridgetshire, NV 66884"	A+	256-55-0196	Dale Barnett	1959-03-29	White	62	3.77956	90.58077	6.06901	8-9	90-100	56.59528	55.42003	1.0	8.53546	6.85706	no	7.8992	6.67825	6.64269	6.72985	72.27941	nop
Counsellor	Baker-Haley	M	"519 Woods Walks Suite 676
Bridgetshire, NV 66884"	A+	256-55-0196	Dale Barnett	1959-03-29	White	62	4.73109	31.21322	7.45694	8-9	30-40	55.46548	35.49938	1.0	8.93378	5.517	no	18.926994499999996	4.97435	9.25605	7.37796	64.78099	separated
Print production planner	Morales, Sanders and Thompson	F	"638 Williams Manors Suite 748
New Tinamouth, NY 48929"	A+	609-16-4545	Stephanie Barr	1950-05-06	White	71	5.30233	101.08881	6.31263	8-9	100-110	33.16441	45.01529	1.0	8.78241	6.99159	yes	6.6834	5.99462	5.76857	5.87011	84.16566	divorced
Print production planner	Morales, Sanders and Thompson	F	"638 Williams Manors Suite 748
New Tinamouth, NY 48929"	A+	609-16-4545	Stephanie Barr	1950-05-06	White	71	7.40051	76.78701	5.72526	6-7	70-80	40.69709	65.3553	0.0	6.3255	7.83486	no	5.60947	4.74338	6.0165	6.00018	78.7769	widowed
Print production planner	Morales, Sanders and Thompson	F	"638 Williams Manors Suite 748
New Tinamouth, NY 48929"	A+	609-16-4545	Stephanie Barr	1950-05-06	White	71	9.21852	57.27615	6.26186	3-4	50-60	52.29245	26.80095	1.0	3.80769	9.652	yes	3.93801	7.79397	5.20477	6.07278	86.25359	married
Tax inspector	Morton, Craig and Carter	M	"2892 Robin Row Suite 883
Shellyborough, MI 90852"	B-	028-83-9080	Christopher Mcdaniel	1913-09-24	White	108	6.09567	74.08351	6.0526	9-10	70-80	60.69221	38.80527	1.0	9.10325	7.67394	yes	8.83946	7.02711	6.83995	7.32725	63.56202	divorced
Tax inspector	Morton, Craig and Carter	M	"2892 Robin Row Suite 883
Shellyborough, MI 90852"	B-	028-83-9080	Christopher Mcdaniel	1913-09-24	White	108	6.69693	89.77636	7.42718	8-9	80-90	45.57682	51.00525	1.0	8.33347	6.24625	yes	6.84124	5.6545	5.69138	6.72568	83.31482	separated
Tax inspector	Morton, Craig and Carter	M	"2892 Robin Row Suite 883
Shellyborough, MI 90852"	B-	028-83-9080	Christopher Mcdaniel	1913-09-24	White	108	8.11359	147.92638	8.30152	5-6	140-150	65.46166	52.07902	0.0	5.14794	6.89408	no	10.29669	4.87763	7.6623	6.10689	80.26768	divorced
Administrator, Civil Service	Clark, Johnson and Clark	F	"2696 Carl Trail Suite 575
Markstown, ND 18958"	A+	898-25-7808	Cassandra Hanson	1935-02-18	White	86	5.79488	49.58898	6.6812	5-6	40-50	50.37286	63.90812	0.0	5.65316	8.30238	no	3.7128785	6.66612	6.05344	7.63172	55.97431	nop
Administrator, Civil Service	Clark, Johnson and Clark	F	"2696 Carl Trail Suite 575
Markstown, ND 18958"	A+	898-25-7808	Cassandra Hanson	1935-02-18	White	86	6.34484	36.34126	5.63767	7-8	30-40	43.96643	61.13961	1.0	7.44338	4.43655	yes	4.726	3.84119	6.33713	4.34329	32.24806	married
Administrator, Civil Service	Clark, Johnson and Clark	F	"2696 Carl Trail Suite 575
Markstown, ND 18958"	A+	898-25-7808	Cassandra Hanson	1935-02-18	White	86	8.26272	45.88172	5.52171	5-6	40-50	60.60018	31.1073	1.0	5.64947	5.13825	no	7.49331	4.94344	5.95932	7.53016	53.13729	divorced
Nurse, adult	Allen, Short and Johnson	M	"740 Madison Corner
Williamstad, RI 10957"	B+	132-30-9192	Dennis Garza	1931-11-30	White	89	4.99693	27.11158	6.14925	7-8	20-30	65.16559	56.30961	1.0	7.98899	7.21524	yes	3.7128785	7.86771	5.82712	8.287952	24.0379575	single
Nurse, adult	Allen, Short and Johnson	M	"740 Madison Corner
Williamstad, RI 10957"	B+	132-30-9192	Dennis Garza	1931-11-30	White	89	5.64298	55.10771	5.78508	5-6	50-60	26.84381	54.42092	0.0	5.44695	9.60798	no	7.7962	4.78634	7.02124	5.89388	80.65621	nop
Nurse, adult	Allen, Short and Johnson	M	"740 Madison Corner
Williamstad, RI 10957"	B+	132-30-9192	Dennis Garza	1931-11-30	White	89	7.73354	71.25561	6.38641	5-6	70-80	58.14393	67.69482	0.0	5.35971	6.3466	yes	4.58028	7.60436	6.47521	6.61449	81.53701	divorced
Production engineer	Patterson Ltd	M	"9785 Kemp Islands Apt. 167
Lake Joshuafort, NY 25207"	AB+	337-98-9430	Robert Jones	1960-08-31	Black	61	7.29755	149.11023	7.8356	4-5	140-150	21.02445	29.27779	1.0	4.69335	4.98353	no	5.91468	5.59181	6.4988	7.03507	72.45788	married
Production engineer	Patterson Ltd	M	"9785 Kemp Islands Apt. 167
Lake Joshuafort, NY 25207"	AB+	337-98-9430	Robert Jones	1960-08-31	Black	61	8.78649	60.0879	9.03275	3-4	60-70	26.42087	52.72282	1.0	3.28005	8.08832	no	6.33701	6.74718	4.97259	7.20272	72.478	single
Production engineer	Patterson Ltd	M	"9785 Kemp Islands Apt. 167
Lake Joshuafort, NY 25207"	AB+	337-98-9430	Robert Jones	1960-08-31	Black	61	7.9724	89.6312	6.58822	4-5	80-90	41.6687	44.69661	1.0	4.01764	5.55695	no	7.1466	5.36411	6.94492	6.402498	80.25972	married
Administrator, local government	Rich-Garcia	M	"USS Collins
FPO AA 41966"	B-	676-68-0668	Gregory Murillo	1985-03-09	Indian	36	5.27753	89.39897	6.28474	5-6	80-90	45.28187	47.95573	0.0	5.65439	6.06403	yes	6.01802	8.8744005	6.73039	6.47412	79.73999	widowed
Administrator, local government	Rich-Garcia	M	"USS Collins
FPO AA 41966"	B-	676-68-0668	Gregory Murillo	1985-03-09	Indian	36	5.1287	129.84093	6.86646	6-7	120-130	60.73396	46.27526	1.0	6.73866	3.89968	no	9.12582	5.25902	7.15216	7.22655	65.73389	widowed
Administrator, local government	Rich-Garcia	M	"USS Collins
FPO AA 41966"	B-	676-68-0668	Gregory Murillo	1985-03-09	Indian	36	5.25297	6.30007	7.24154	8-9	0-10	62.13322	55.23762	1.0	8.03255	6.67741	no	9.71548	6.83932	7.49135	6.66394	86.56683	divorced
Occupational therapist	Miller-Diaz	F	"4050 Stephanie Estates Apt. 112
Schneiderside, MN 28130"	AB+	252-76-5143	Melissa Wallace	1908-09-03	White	113	9.83484	27.20892	7.66399	7-8	20-30	69.36387	53.66421	0.0	7.41046	6.95628	yes	8.06067	5.1855	7.0193	8.70054	24.0379575	single
Occupational therapist	Miller-Diaz	F	"4050 Stephanie Estates Apt. 112
Schneiderside, MN 28130"	AB+	252-76-5143	Melissa Wallace	1908-09-03	White	113	6.59538	56.26063	7.59272	7-8	50-60	56.62189	29.72483	1.0	7.75543	5.18465	yes	8.36534	4.86282	7.10515	5.10437	56.0728	married
Occupational therapist	Miller-Diaz	F	"4050 Stephanie Estates Apt. 112
Schneiderside, MN 28130"	AB+	252-76-5143	Melissa Wallace	1908-09-03	White	113	6.98864	91.05095	6.38447	4-5	90-100	17.19968	56.15421	0.0	4.36372	8.25467	no	5.63761	5.66799	5.47082	8.38465	24.0379575	married
Product designer	Smith, Williams and Perry	F	"9660 Richmond Ville
West Lindastad, NE 74766"	A-	157-11-4127	Colleen Gibson	1999-09-08	Black	22	7.27706	72.02094	4.66884	5-6	70-80	31.75742	41.46045	1.0	5.89869	4.78219	yes	3.7128785	5.59987	5.78321	4.55218	42.65254	separated
Product designer	Smith, Williams and Perry	F	"9660 Richmond Ville
West Lindastad, NE 74766"	A-	157-11-4127	Colleen Gibson	1999-09-08	Black	22	7.35527	102.94501	6.94382	5-6	100-110	57.52579	81.92374	1.0	5.03949	5.8153	no	4.39452	6.32549	5.60006	6.02898	82.36999	married
Product designer	Smith, Williams and Perry	F	"9660 Richmond Ville
West Lindastad, NE 74766"	A-	157-11-4127	Colleen Gibson	1999-09-08	Black	22	5.37126	32.62308	6.34219	6-7	30-40	50.85373	32.72029	1.0	6.7697	5.4466	no	6.09559	7.18724	5.39149	7.21747	68.21708	single
Chiropodist	Clark-Ramirez	M	"2557 Adrian Throughway
Mendezhaven, ID 66989"	AB+	651-05-6479	Jesse Peters	1951-04-15	Asian	70	5.43499	50.42068	7.46762	7-8	50-60	23.36067	65.42635	1.0	7.52136	3.98777	yes	5.59692	4.0329	7.28057	5.42258	75.66416	single
Chiropodist	Clark-Ramirez	M	"2557 Adrian Throughway
Mendezhaven, ID 66989"	AB+	651-05-6479	Jesse Peters	1951-04-15	Asian	70	5.76371	56.12646	7.32512	6-7	50-60	40.28083	41.01074	1.0	6.74339	4.97876	no	7.93728	6.03423	6.210682	8.35577	26.11921	divorced
Chiropodist	Clark-Ramirez	M	"2557 Adrian Throughway
Mendezhaven, ID 66989"	AB+	651-05-6479	Jesse Peters	1951-04-15	Asian	70	5.6576	83.93069	6.71739	9-10	80-90	62.64265	57.62861	1.0	9.35289	6.29869	yes	6.6715	5.75418	7.08891	7.40645	62.66164	divorced
Pilot, airline	Woodard, Mitchell and Mueller	F	"01647 Campbell Passage
South Sara, CT 01331"	A+	729-33-3940	Julie Anderson	2003-04-07	White	18	7.00615	71.24194	5.81414	6-7	70-80	57.29388	62.43791	0.0	6.21344	7.94876	yes	11.67863	4.63414	7.65594	7.18877	74.07771	divorced
Pilot, airline	Woodard, Mitchell and Mueller	F	"01647 Campbell Passage
South Sara, CT 01331"	A+	729-33-3940	Julie Anderson	2003-04-07	White	18	6.5415	69.9005	5.1654	8-9	60-70	46.52517	48.29193	1.0	8.32793	7.68086	no	9.84323	8.67196	6.75327	7.90562	42.9952	widowed
Pilot, airline	Woodard, Mitchell and Mueller	F	"01647 Campbell Passage
South Sara, CT 01331"	A+	729-33-3940	Julie Anderson	2003-04-07	White	18	8.89088	51.90221	4.73607	4-5	50-60	45.68688	36.28129	0.0	4.79964	8.57645	no	15.90332	7.00746	8.16136	7.89326	45.25118	divorced
Stage manager	Murphy, Stafford and Hood	M	"41827 Jones Landing
Aprilberg, DE 31189"	B+	327-24-0788	Kevin Phillips	1948-05-04	Black	73	6.49283	20.01438	8.56335	6-7	20-30	66.73124	51.83755	1.0	6.2761	4.12073	yes	8.00106	4.43291	5.22115	8.38962	27.53317	divorced
Stage manager	Murphy, Stafford and Hood	M	"41827 Jones Landing
Aprilberg, DE 31189"	B+	327-24-0788	Kevin Phillips	1948-05-04	Black	73	5.72161	70.8396	6.36993	9-10	70-80	67.60842	58.71156	1.0	9.06586	5.81554	yes	5.85919	5.47771	5.34036	7.06548	72.38588	single
Stage manager	Murphy, Stafford and Hood	M	"41827 Jones Landing
Aprilberg, DE 31189"	B+	327-24-0788	Kevin Phillips	1948-05-04	Black	73	4.45886	76.18924	4.77455	8-9	70-80	32.09444	63.2727	1.0	8.34968	7.03891	yes	3.7128785	7.40627	6.17987	6.5429	82.96686	divorced
Trading standards officer	Grant LLC	F	"3129 Guzman Avenue Apt. 036
Lake Jordan, AZ 58896"	AB-	648-20-5019	Dorothy Lamb	1980-08-13	Black	41	6.20732	70.01667	6.31369	7-8	70-80	56.64921	48.04661	1.0	7.27579	6.23857	yes	5.7994	6.74336	5.6452	5.92694	86.16097	nop
Trading standards officer	Grant LLC	F	"3129 Guzman Avenue Apt. 036
Lake Jordan, AZ 58896"	AB-	648-20-5019	Dorothy Lamb	1980-08-13	Black	41	7.63096	18.80092	5.61247	4-5	10-20	46.17365	54.88585	0.0	4.65424	9.7108	yes	10.05836	7.26645	7.74531	7.98005	41.65509	married
Trading standards officer	Grant LLC	F	"3129 Guzman Avenue Apt. 036
Lake Jordan, AZ 58896"	AB-	648-20-5019	Dorothy Lamb	1980-08-13	Black	41	8.69911	68.74164	7.04992	5-6	60-70	55.1771	46.3466	0.0	5.46133	6.66489	yes	3.7128785	4.95937	6.30748	6.84474	86.04247	divorced
IT trainer	Duncan, Osborne and Walker	M	"712 Michele Turnpike
North Chadfurt, NY 32909"	B+	085-90-8894	Jason Carter	1926-05-05	Black	95	6.0812	77.68089	8.07854	5-6	70-80	62.07701	39.50631	0.0	5.5337	8.48403	no	18.21449	7.50212	8.3147	6.38872	82.16355	single
IT trainer	Duncan, Osborne and Walker	M	"712 Michele Turnpike
North Chadfurt, NY 32909"	B+	085-90-8894	Jason Carter	1926-05-05	Black	95	8.32454	60.95805	5.93994	6-7	60-70	40.23946	62.13826	1.0	6.00663	5.82377	yes	4.4468	5.54076	6.23993	7.51986	62.45438	divorced
IT trainer	Duncan, Osborne and Walker	M	"712 Michele Turnpike
North Chadfurt, NY 32909"	B+	085-90-8894	Jason Carter	1926-05-05	Black	95	7.35031	116.55452	6.81258	9-10	110-120	38.66678	50.06389	1.0	9.63679	3.73738	yes	18.926994499999996	5.13837	8.29752	6.18286	84.70798	separated
Diplomatic Services operational officer	Klein, Poole and Robinson	M	"906 Mahoney Fall Suite 526
Lake Robert, SC 97912"	A-	338-46-8785	Adam Harrison	1941-12-05	Asian	79	5.51318	59.97803	5.71274	9-10	50-60	47.9262	25.56252	1.0	9.02232	6.60952	no	7.38603	6.18203	5.59865	7.88722	53.41668	separated
Diplomatic Services operational officer	Klein, Poole and Robinson	M	"906 Mahoney Fall Suite 526
Lake Robert, SC 97912"	A-	338-46-8785	Adam Harrison	1941-12-05	Asian	79	4.48722	139.59358	7.70954	8-9	130-140	11.6021	41.82938	1.0	8.40601	6.12661	yes	3.7128785	5.20372	6.11157	6.27029	88.27891	divorced
Diplomatic Services operational officer	Klein, Poole and Robinson	M	"906 Mahoney Fall Suite 526
Lake Robert, SC 97912"	A-	338-46-8785	Adam Harrison	1941-12-05	Asian	79	4.72388	142.73124	7.42567	2-3	140-150	42.89072	30.71812	0.0	2.92187	7.15373	no	9.16823	6.98473	7.57472	4.55766	42.80939	divorced
Risk manager	Collins-Flores	F	"2101 Mark Highway Apt. 229
Danielsmouth, AR 93938"	AB+	815-70-8751	Amanda Garcia	1939-07-01	Black	82	3.77227	35.09144	7.43186	8-9	30-40	56.35961	54.48136	1.0	8.68083	4.51169	no	4.38054	3.89242	6.89114	6.54458	86.99947	married
Risk manager	Collins-Flores	F	"2101 Mark Highway Apt. 229
Danielsmouth, AR 93938"	AB+	815-70-8751	Amanda Garcia	1939-07-01	Black	82	6.97167	89.37773	7.25752	6-7	80-90	23.22191	40.87194	1.0	6.07064	4.15661	no	8.21308	5.35429	7.11423	7.84181	43.28048	nop
Risk manager	Collins-Flores	F	"2101 Mark Highway Apt. 229
Danielsmouth, AR 93938"	AB+	815-70-8751	Amanda Garcia	1939-07-01	Black	82	8.20173	70.27423	6.18052	6-7	70-80	70.93704	41.85868	0.0	6.71407	10.16621	no	7.37859	7.194	6.83912	5.50424	77.46441	separated
Horticulturist, commercial	Matthews-Collins	M	"5914 Garcia Crossroad Apt. 038
East Brittanyburgh, VA 31656"	O+	105-81-5050	Jesse Hansen	1917-04-04	White	104	8.72655	83.02875	7.66198	5-6	80-90	36.44476	46.63463	0.0	5.17014	5.90883	yes	15.75498	4.40188	8.08597	8.43738	25.24333	nop
Horticulturist, commercial	Matthews-Collins	M	"5914 Garcia Crossroad Apt. 038
East Brittanyburgh, VA 31656"	O+	105-81-5050	Jesse Hansen	1917-04-04	White	104	8.06127	104.51789	5.08156	8-9	100-110	48.96235	61.49333	0.0	8.71934	8.59346	yes	7.99537	8.8744005	7.11693	6.86562	83.4148	nop
Horticulturist, commercial	Matthews-Collins	M	"5914 Garcia Crossroad Apt. 038
East Brittanyburgh, VA 31656"	O+	105-81-5050	Jesse Hansen	1917-04-04	White	104	7.04993	79.39146	7.48694	5-6	70-80	41.99841	65.99517	0.0	5.21353	4.49356	no	5.51161	3.823988	6.30472	5.39965	75.84997	single
Purchasing manager	Miller Ltd	M	"30195 Parker Parks Suite 027
Jenniferside, DE 80165"	B-	468-07-6994	John Olson	1974-04-28	White	47	6.95683	81.21106	6.59504	4-5	80-90	51.28484	49.77601	0.0	4.34927	6.59804	yes	4.06939	4.17777	5.71992	5.55752	72.50573	separated
Purchasing manager	Miller Ltd	M	"30195 Parker Parks Suite 027
Jenniferside, DE 80165"	B-	468-07-6994	John Olson	1974-04-28	White	47	7.5807	15.35888	7.22869	8-9	10-20	49.95065	27.88434	1.0	8.30109	5.2035	no	8.22414	6.02582	6.78476	6.02683	87.27706	single
Purchasing manager	Miller Ltd	M	"30195 Parker Parks Suite 027
Jenniferside, DE 80165"	B-	468-07-6994	John Olson	1974-04-28	White	47	6.54944	62.67247	6.93912	5-6	60-70	44.55911	46.17429	0.0	5.55622	8.4442	no	8.79999	7.03668	7.25975	8.13958	41.20163	single
Art gallery manager	Walsh, Mullen and Jones	M	"90446 Dana Light Suite 578
Port Savannahville, SC 41456"	B+	811-41-8901	Michael Powers	2008-08-31	White	13	7.69457	36.20709	6.7198	5-6	30-40	35.49181	60.05104	1.0	5.2076	6.16993	no	3.96557	6.35123	5.30966	7.56839	65.22191	married
Art gallery manager	Walsh, Mullen and Jones	M	"90446 Dana Light Suite 578
Port Savannahville, SC 41456"	B+	811-41-8901	Michael Powers	2008-08-31	White	13	5.50054	42.31374	7.25045	8-9	40-50	42.95189	53.10403	0.0	8.09942	9.49413	no	6.74796	7.45483	6.79582	6.1545	81.89762	widowed
Art gallery manager	Walsh, Mullen and Jones	M	"90446 Dana Light Suite 578
Port Savannahville, SC 41456"	B+	811-41-8901	Michael Powers	2008-08-31	White	13	4.41049	116.53629	6.22389	5-6	110-120	59.97067	60.78608	0.0	5.97579	8.54096	yes	6.1501	8.77143	5.51954	8.23105	30.2324	widowed
Recruitment consultant	Jones-Stevens	F	"05200 Farley Harbor Apt. 639
Coxbury, CT 38866"	AB+	034-10-3784	Angela Garcia	1985-02-10	White	36	7.46047	93.92529	7.58047	6-7	90-100	35.06415	25.29784	1.0	6.48805	4.99239	yes	17.47914	5.68922	8.32087	6.95007	74.65603	divorced
Recruitment consultant	Jones-Stevens	F	"05200 Farley Harbor Apt. 639
Coxbury, CT 38866"	AB+	034-10-3784	Angela Garcia	1985-02-10	White	36	6.02604	123.93121	6.73625	8-9	120-130	46.32934	50.11348	1.0	8.51504	5.49086	no	7.3856	4.26133	7.32307	5.48632	81.98617	single
Recruitment consultant	Jones-Stevens	F	"05200 Farley Harbor Apt. 639
Coxbury, CT 38866"	AB+	034-10-3784	Angela Garcia	1985-02-10	White	36	8.36389	54.87909	6.39901	6-7	50-60	28.64345	45.76895	1.0	6.45131	6.02625	yes	6.35267	5.76189	6.70811	4.95368	55.6209	single
Environmental education officer	Brown-Andrews	F	"416 Russell Expressway Suite 581
South Evelyn, WV 17446"	AB+	570-86-8044	Melissa Williams	1950-07-12	Black	71	8.87986	105.43639	8.04245	5-6	100-110	43.36783	55.88187	0.0	5.9547	6.6773	no	4.8838	4.85669	5.68643	7.46921	61.62807	divorced
Environmental education officer	Brown-Andrews	F	"416 Russell Expressway Suite 581
South Evelyn, WV 17446"	AB+	570-86-8044	Melissa Williams	1950-07-12	Black	71	6.50685	125.33687	5.82799	7-8	120-130	41.09608	37.54218	0.0	7.17666	9.00277	no	6.47956	8.26729	7.04457	5.86387	85.42679	married
Environmental education officer	Brown-Andrews	F	"416 Russell Expressway Suite 581
South Evelyn, WV 17446"	AB+	570-86-8044	Melissa Williams	1950-07-12	Black	71	5.46463	111.67522	8.10362	3-4	110-120	37.27979	62.79614	0.0	3.37229	6.9715	no	8.07951	8.45807	6.47073	7.13073	76.00295	divorced
